ID_code,target
test_2141,0
test_2142,0
test_2143,0
test_2144,0
test_2145,0
test_2146,0
test_2147,0
test_2148,0
test_2149,0
test_2150,0
test_2151,0
test_2152,0
test_2153,0
test_2154,0
test_2155,0
test_2156,0
test_2157,0
test_2158,0
test_2159,0
test_2160,0
test_2161,0
test_2162,0
test_2163,0
test_2164,0
test_2165,0
test_2166,0
test_2167,0
test_2168,0
test_2169,0
test_2170,0
test_2171,0
test_2172,1
test_2173,0
test_2174,0
test_2175,0
test_2176,1
test_2177,0
test_2178,0
test_2179,0
test_2180,0
test_2181,0
test_2182,0
test_2183,0
test_2184,0
test_2185,1
test_2186,0
test_2187,0
test_2188,1
test_2189,0
test_2190,0
test_2191,0
test_2192,0
test_2193,0
test_2194,0
test_2195,1
test_2196,0
test_2197,0
test_2198,0
test_2199,0
test_2200,0
test_2201,0
test_2202,0
test_2203,0
test_2204,0
test_2205,0
test_2206,0
test_2207,0
test_2208,0
test_2209,0
test_2210,1
test_2211,0
test_2212,0
test_2213,0
test_2214,0
test_2215,0
test_2216,0
test_2217,1
test_2218,0
test_2219,0
test_2220,0
test_2221,0
test_2222,0
test_2223,0
test_2224,0
test_2225,0
test_2226,0
test_2227,0
test_2228,0
test_2229,0
test_2230,0
test_2231,1
test_2232,0
test_2233,0
test_2234,0
test_2235,0
test_2236,0
test_2237,0
test_2238,0
test_2239,0
test_2240,0
test_2241,0
test_2242,0
test_2243,0
test_2244,0
test_2245,1
test_2246,0
test_2247,0
test_2248,0
test_2249,0
test_2250,0
test_2251,0
test_2252,0
test_2253,1
test_2254,0
test_2255,1
test_2256,1
test_2257,0
test_2258,0
test_2259,0
test_2260,0
test_2261,0
test_2262,0
test_2263,0
test_2264,0
test_2265,0
test_2266,0
test_2267,0
test_2268,0
test_2269,1
test_2270,0
test_2271,0
test_2272,0
test_2273,0
test_2274,0
test_2275,1
test_2276,0
test_2277,0
test_2278,0
test_2279,1
test_2280,0
test_2281,0
test_2282,0
test_2283,0
test_2284,0
test_2285,0
test_2286,0
test_2287,0
test_2288,0
test_2289,0
test_2290,0
test_2291,0
test_2292,0
test_2293,0
test_2294,0
test_2295,0
test_2296,0
test_2297,0
test_2298,1
test_2299,0
test_2300,0
test_2301,0
test_2302,1
test_2303,0
test_2304,0
test_2305,0
test_2306,0
test_2307,0
test_2308,0
test_2309,0
test_2310,0
test_2311,0
test_2312,0
test_2313,0
test_2314,0
test_2315,0
test_2316,0
test_2317,0
test_2318,0
test_2319,0
test_2320,0
test_2321,0
test_2322,0
test_2323,0
test_2324,0
test_2325,0
test_2326,0
test_2327,0
test_2328,0
test_2329,0
test_2330,0
test_2331,0
test_2332,0
test_2333,0
test_2334,1
test_2335,0
test_2336,0
test_2337,0
test_2338,0
test_2339,0
test_2340,0
test_2341,0
test_2342,0
test_2343,0
test_2344,0
test_2345,0
test_2346,0
test_2347,0
test_2348,0
test_2349,0
test_2350,0
test_2351,0
test_2352,0
test_2353,0
test_2354,0
test_2355,0
test_2356,0
test_2357,0
test_2358,0
test_2359,0
test_2360,0
test_2361,0
test_2362,0
test_2363,0
test_2364,0
test_2365,0
test_2366,0
test_2367,0
test_2368,0
test_2369,0
test_2370,0
test_2371,0
test_2372,0
test_2373,0
test_2374,0
test_2375,0
test_2376,0
test_2377,0
test_2378,0
test_2379,0
test_2380,0
test_2381,0
test_2382,0
test_2383,1
test_2384,0
test_2385,1
test_2386,1
test_2387,0
test_2388,0
test_2389,0
test_2390,0
test_2391,0
test_2392,0
test_2393,0
test_2394,0
test_2395,0
test_2396,0
test_2397,0
test_2398,0
test_2399,0
test_2400,0
test_2401,0
test_2402,0
test_2403,0
test_2404,0
test_2405,0
test_2406,0
test_2407,0
test_2408,0
test_2409,0
test_2410,0
test_2411,0
test_2412,1
test_2413,0
test_2414,0
test_2415,0
test_2416,0
test_2417,0
test_2418,0
test_2419,1
test_2420,0
test_2421,1
test_2422,1
test_2423,0
test_2424,0
test_2425,0
test_2426,0
test_2427,0
test_2428,0
test_2429,0
test_2430,0
test_2431,0
test_2432,0
test_2433,0
test_2434,0
test_2435,0
test_2436,0
test_2437,0
test_2438,1
test_2439,0
test_2440,0
test_2441,0
test_2442,0
test_2443,0
test_2444,0
test_2445,0
test_2446,0
test_2447,0
test_2448,0
test_2449,0
test_2450,0
test_2451,0
test_2452,1
test_2453,0
test_2454,0
test_2455,0
test_2456,0
test_2457,0
test_2458,0
test_2459,0
test_2460,0
test_2461,0
test_2462,0
test_2463,0
test_2464,0
test_2465,1
test_2466,0
test_2467,0
test_2468,0
test_2469,0
test_2470,0
test_2471,0
test_2472,1
test_2473,0
test_2474,0
test_2475,0
test_2476,0
test_2477,0
test_2478,0
test_2479,0
test_2480,0
test_2481,0
test_2482,0
test_2483,0
test_2484,0
test_2485,1
test_2486,0
test_2487,0
test_2488,0
test_2489,1
test_2490,0
test_2491,0
test_2492,0
test_2493,0
test_2494,0
test_2495,0
test_2496,0
test_2497,0
test_2498,0
test_2499,0
test_2500,0
test_2501,0
test_2502,0
test_2503,1
test_2504,0
test_2505,0
test_2506,1
test_2507,0
test_2508,0
test_2509,0
test_2510,0
test_2511,1
test_2512,0
test_2513,0
test_2514,0
test_2515,0
test_2516,0
test_2517,0
test_2518,0
test_2519,0
test_2520,0
test_2521,0
test_2522,0
test_2523,0
test_2524,0
test_2525,0
test_2526,0
test_2527,0
test_2528,0
test_2529,0
test_2530,0
test_2531,0
test_2532,0
test_2533,0
test_2534,0
test_2535,0
test_2536,0
test_2537,0
test_2538,0
test_2539,0
test_2540,0
test_2541,0
test_2542,0
test_2543,1
test_2544,0
test_2545,0
test_2546,0
test_2547,0
test_2548,0
test_2549,0
test_2550,0
test_2551,0
test_2552,0
test_2553,0
test_2554,0
test_2555,0
test_2556,0
test_2557,0
test_2558,0
test_2559,1
test_2560,1
test_2561,0
test_2562,0
test_2563,0
test_2564,0
test_2565,0
test_2566,0
test_2567,0
test_2568,0
test_2569,0
test_2570,0
test_2571,0
test_2572,0
test_2573,0
test_2574,0
test_2575,0
test_2576,0
test_2577,0
test_2578,0
test_2579,0
test_2580,0
test_2581,0
test_2582,0
test_2583,1
test_2584,0
test_2585,1
test_2586,0
test_2587,1
test_2588,0
test_2589,0
test_2590,0
test_2591,0
test_2592,0
test_2593,0
test_2594,0
test_2595,0
test_2596,0
test_2597,0
test_2598,0
test_2599,0
test_2600,0
test_2601,0
test_2602,0
test_2603,0
test_2604,1
test_2605,0
test_2606,0
test_2607,0
test_2608,0
test_2609,0
test_2610,0
test_2611,0
test_2612,1
test_2613,0
test_2614,1
test_2615,0
test_2616,0
test_2617,0
test_2618,0
test_2619,0
test_2620,0
test_2621,0
test_2622,0
test_2623,1
test_2624,0
test_2625,0
test_2626,0
test_2627,0
test_2628,0
test_2629,0
test_2630,0
test_2631,0
test_2632,0
test_2633,0
test_2634,0
test_2635,0
test_2636,0
test_2637,0
test_2638,0
test_2639,0
test_2640,0
test_2641,0
test_2642,0
test_2643,1
test_2644,0
test_2645,0
test_2646,0
test_2647,0
test_2648,0
test_2649,0
test_2650,0
test_2651,0
test_2652,0
test_2653,0
test_2654,0
test_2655,0
test_2656,0
test_2657,0
test_2658,0
test_2659,0
test_2660,0
test_2661,0
test_2662,1
test_2663,0
test_2664,0
test_2665,0
test_2666,0
test_2667,1
test_2668,0
test_2669,0
test_2670,0
test_2671,0
test_2672,0
test_2673,0
test_2674,0
test_2675,0
test_2676,0
test_2677,0
test_2678,0
test_2679,0
test_2680,0
test_2681,1
test_2682,0
test_2683,0
test_2684,1
test_2685,0
test_2686,0
test_2687,1
test_2688,0
test_2689,0
test_2690,1
test_2691,0
test_2692,0
test_2693,0
test_2694,0
test_2695,0
test_2696,0
test_2697,0
test_2698,0
test_2699,0
test_2700,0
test_2701,0
test_2702,0
test_2703,0
test_2704,0
test_2705,0
test_2706,0
test_2707,0
test_2708,1
test_2709,0
test_2710,0
test_2711,0
test_2712,0
test_2713,1
test_2714,0
test_2715,0
test_2716,0
test_2717,0
test_2718,0
test_2719,0
test_2720,0
test_2721,0
test_2722,0
test_2723,0
test_2724,0
test_2725,0
test_2726,0
test_2727,0
test_2728,0
test_2729,0
test_2730,0
test_2731,0
test_2732,0
test_2733,0
test_2734,0
test_2735,0
test_2736,0
test_2737,0
test_2738,0
test_2739,0
test_2740,0
test_2741,0
test_2742,0
test_2743,0
test_2744,1
test_2745,0
test_2746,0
test_2747,0
test_2748,0
test_2749,0
test_2750,1
test_2751,0
test_2752,1
test_2753,0
test_2754,0
test_2755,0
test_2756,1
test_2757,0
test_2758,0
test_2759,0
test_2760,0
test_2761,0
test_2762,0
test_2763,0
test_2764,0
test_2765,0
test_2766,0
test_2767,0
test_2768,0
test_2769,0
test_2770,0
test_2771,0
test_2772,0
test_2773,0
test_2774,1
test_2775,0
test_2776,1
test_2777,0
test_2778,0
test_2779,0
test_2780,0
test_2781,0
test_2782,0
test_2783,0
test_2784,1
test_2785,0
test_2786,0
test_2787,0
test_2788,0
test_2789,0
test_2790,0
test_2791,0
test_2792,0
test_2793,0
test_2794,1
test_2795,0
test_2796,0
test_2797,0
test_2798,0
test_2799,0
test_2800,0
test_2801,0
test_2802,1
test_2803,1
test_2804,0
test_2805,0
test_2806,0
test_2807,0
test_2808,0
test_2809,0
test_2810,0
test_2811,0
test_2812,0
test_2813,0
test_2814,0
test_2815,0
test_2816,0
test_2817,0
test_2818,0
test_2819,0
test_2820,0
test_2821,0
test_2822,0
test_2823,0
test_2824,0
test_2825,0
test_2826,0
test_2827,0
test_2828,0
test_2829,0
test_2830,0
test_2831,0
test_2832,0
test_2833,0
test_2834,0
test_2835,0
test_2836,0
test_2837,0
test_2838,0
test_2839,1
test_2840,1
test_2841,1
test_2842,0
test_2843,0
test_2844,0
test_2845,0
test_2846,0
test_2847,0
test_2848,0
test_2849,0
test_2850,0
test_2851,0
test_2852,0
test_2853,0
test_2854,0
test_2855,0
test_2856,0
test_2857,0
test_2858,1
test_2859,0
test_2860,0
test_2861,0
test_2862,0
test_2863,0
test_2864,0
test_2865,0
test_2866,0
test_2867,0
test_2868,0
test_2869,0
test_2870,1
test_2871,0
test_2872,0
test_2873,0
test_2874,0
test_2875,0
test_2876,0
test_2877,0
test_2878,0
test_2879,0
test_2880,0
test_2881,0
test_2882,0
test_2883,0
test_2884,0
test_2885,1
test_2886,0
test_2887,0
test_2888,0
test_2889,0
test_2890,0
test_2891,0
test_2892,0
test_2893,0
test_2894,0
test_2895,0
test_2896,0
test_2897,0
test_2898,0
test_2899,0
test_2900,0
test_2901,0
test_2902,0
test_2903,0
test_2904,0
test_2905,0
test_2906,0
test_2907,0
test_2908,0
test_2909,1
test_2910,1
test_2911,1
test_2912,0
test_2913,0
test_2914,0
test_2915,0
test_2916,0
test_2917,0
test_2918,0
test_2919,0
test_2920,0
test_2921,0
test_2922,0
test_2923,0
test_2924,0
test_2925,0
test_2926,0
test_2927,0
test_2928,0
test_2929,0
test_2930,0
test_2931,0
test_2932,0
test_2933,0
test_2934,0
test_2935,0
test_2936,0
test_2937,1
test_2938,1
test_2939,0
test_2940,0
test_2941,0
test_2942,0
test_2943,0
test_2944,0
test_2945,0
test_2946,0
test_2947,0
test_2948,0
test_2949,0
test_2950,0
test_2951,0
test_2952,0
test_2953,0
test_2954,0
test_2955,1
test_2956,1
test_2957,0
test_2958,0
test_2959,0
test_2960,0
test_2961,0
test_2962,0
test_2963,0
test_2964,0
test_2965,0
test_2966,0
test_2967,0
test_2968,0
test_2969,0
test_2970,0
test_2971,0
test_2972,0
test_2973,0
test_2974,0
test_2975,0
test_2976,1
test_2977,0
test_2978,0
test_2979,0
test_2980,0
test_2981,1
test_2982,0
test_2983,1
test_2984,0
test_2985,0
test_2986,0
test_2987,0
test_2988,0
test_2989,0
test_2990,0
test_2991,0
test_2992,0
test_2993,0
test_2994,0
test_2995,0
test_2996,0
test_2997,1
test_2998,0
test_2999,0
test_3000,1
test_3001,1
test_3002,0
test_3003,0
test_3004,0
test_3005,0
test_3006,0
test_3007,0
test_3008,0
test_3009,0
test_3010,0
test_3011,0
test_3012,0
test_3013,0
test_3014,0
test_3015,0
test_3016,0
test_3017,1
test_3018,0
test_3019,0
test_3020,0
test_3021,0
test_3022,0
test_3023,0
test_3024,0
test_3025,0
test_3026,0
test_3027,0
test_3028,0
test_3029,0
test_3030,0
test_3031,0
test_3032,0
test_3033,0
test_3034,0
test_3035,0
test_3036,0
test_3037,1
test_3038,0
test_3039,0
test_3040,0
test_3041,0
test_3042,0
test_3043,1
test_3044,0
test_3045,0
test_3046,0
test_3047,1
test_3048,0
test_3049,0
test_3050,0
test_3051,0
test_3052,0
test_3053,0
test_3054,0
test_3055,0
test_3056,0
test_3057,0
test_3058,0
test_3059,0
test_3060,0
test_3061,0
test_3062,0
test_3063,0
test_3064,0
test_3065,0
test_3066,0
test_3067,0
test_3068,0
test_3069,0
test_3070,1
test_3071,0
test_3072,0
test_3073,0
test_3074,0
test_3075,0
test_3076,1
test_3077,0
test_3078,0
test_3079,0
test_3080,0
test_3081,1
test_3082,0
test_3083,0
test_3084,0
test_3085,0
test_3086,0
test_3087,0
test_3088,0
test_3089,0
test_3090,0
test_3091,1
test_3092,0
test_3093,0
test_3094,1
test_3095,0
test_3096,0
test_3097,0
test_3098,0
test_3099,0
test_3100,0
test_3101,0
test_3102,0
test_3103,0
test_3104,0
test_3105,0
test_3106,0
test_3107,0
test_3108,0
test_3109,0
test_3110,0
test_3111,0
test_3112,0
test_3113,0
test_3114,0
test_3115,0
test_3116,0
test_3117,0
test_3118,1
test_3119,0
test_3120,0
test_3121,0
test_3122,0
test_3123,0
test_3124,0
test_3125,0
test_3126,0
test_3127,0
test_3128,0
test_3129,1
test_3130,0
test_3131,0
test_3132,0
test_3133,0
test_3134,0
test_3135,0
test_3136,0
test_3137,0
test_3138,0
test_3139,1
test_3140,0
test_3141,0
test_3142,0
test_3143,0
test_3144,0
test_3145,1
test_3146,0
test_3147,0
test_3148,0
test_3149,1
test_3150,0
test_3151,0
test_3152,0
test_3153,0
test_3154,0
test_3155,1
test_3156,0
test_3157,0
test_3158,0
test_3159,0
test_3160,0
test_3161,0
test_3162,0
test_3163,0
test_3164,0
test_3165,1
test_3166,0
test_3167,0
test_3168,0
test_3169,0
test_3170,0
test_3171,0
test_3172,0
test_3173,1
test_3174,0
test_3175,0
test_3176,1
test_3177,0
test_3178,0
test_3179,0
test_3180,0
test_3181,0
test_3182,0
test_3183,0
test_3184,0
test_3185,0
test_3186,0
test_3187,0
test_3188,0
test_3189,0
test_3190,0
test_3191,0
test_3192,0
test_3193,0
test_3194,0
test_3195,0
test_3196,0
test_3197,0
test_3198,0
test_3199,0
test_3200,0
test_3201,0
test_3202,0
test_3203,0
test_3204,0
test_3205,0
test_3206,0
test_3207,0
test_3208,0
test_3209,0
test_3210,0
test_3211,0
test_3212,1
test_3213,0
test_3214,0
test_3215,0
test_3216,0
test_3217,1
test_3218,0
test_3219,0
test_3220,0
test_3221,0
test_3222,0
test_3223,0
test_3224,0
test_3225,0
test_3226,0
test_3227,0
test_3228,0
test_3229,0
test_3230,0
test_3231,0
test_3232,0
test_3233,0
test_3234,0
test_3235,0
test_3236,0
test_3237,0
test_3238,0
test_3239,0
test_3240,1
test_3241,1
test_3242,0
test_3243,0
test_3244,0
test_3245,0
test_3246,0
test_3247,0
test_3248,0
test_3249,0
test_3250,0
test_3251,0
test_3252,0
test_3253,0
test_3254,0
test_3255,0
test_3256,0
test_3257,0
test_3258,0
test_3259,0
test_3260,0
test_3261,1
test_3262,0
test_3263,0
test_3264,0
test_3265,0
test_3266,0
test_3267,0
test_3268,0
test_3269,0
test_3270,1
test_3271,0
test_3272,0
test_3273,0
test_3274,0
test_3275,0
test_3276,0
test_3277,1
test_3278,0
test_3279,0
test_3280,0
test_3281,0
test_3282,0
test_3283,1
test_3284,0
test_3285,0
test_3286,0
test_3287,0
test_3288,0
test_3289,0
test_3290,0
test_3291,0
test_3292,0
test_3293,0
test_3294,0
test_3295,0
test_3296,0
test_3297,0
test_3298,0
test_3299,1
test_3300,0
test_3301,0
test_3302,0
test_3303,0
test_3304,0
test_3305,0
test_3306,0
test_3307,0
test_3308,0
test_3309,0
test_3310,1
test_3311,0
test_3312,0
test_3313,0
test_3314,0
test_3315,0
test_3316,0
test_3317,0
test_3318,0
test_3319,0
test_3320,0
test_3321,0
test_3322,0
test_3323,0
test_3324,0
test_3325,0
test_3326,0
test_3327,0
test_3328,0
test_3329,1
test_3330,0
test_3331,0
test_3332,0
test_3333,0
test_3334,0
test_3335,0
test_3336,0
test_3337,0
test_3338,0
test_3339,0
test_3340,0
test_3341,0
test_3342,0
test_3343,0
test_3344,0
test_3345,0
test_3346,0
test_3347,0
test_3348,0
test_3349,1
test_3350,0
test_3351,0
test_3352,0
test_3353,1
test_3354,0
test_3355,0
test_3356,0
test_3357,1
test_3358,0
test_3359,0
test_3360,0
test_3361,0
test_3362,1
test_3363,0
test_3364,0
test_3365,0
test_3366,1
test_3367,0
test_3368,0
test_3369,0
test_3370,0
test_3371,0
test_3372,1
test_3373,0
test_3374,0
test_3375,1
test_3376,0
test_3377,1
test_3378,0
test_3379,0
test_3380,0
test_3381,0
test_3382,0
test_3383,0
test_3384,0
test_3385,0
test_3386,0
test_3387,0
test_3388,0
test_3389,0
test_3390,0
test_3391,0
test_3392,0
test_3393,0
test_3394,0
test_3395,0
test_3396,0
test_3397,0
test_3398,1
test_3399,0
test_3400,1
test_3401,0
test_3402,0
test_3403,1
test_3404,0
test_3405,1
test_3406,0
test_3407,0
test_3408,0
test_3409,0
test_3410,0
test_3411,0
test_3412,0
test_3413,0
test_3414,0
test_3415,0
test_3416,0
test_3417,0
test_3418,0
test_3419,0
test_3420,0
test_3421,1
test_3422,0
test_3423,0
test_3424,1
test_3425,0
test_3426,0
test_3427,0
test_3428,0
test_3429,0
test_3430,0
test_3431,0
test_3432,0
test_3433,0
test_3434,0
test_3435,0
test_3436,0
test_3437,0
test_3438,0
test_3439,0
test_3440,0
test_3441,0
test_3442,0
test_3443,0
test_3444,0
test_3445,0
test_3446,1
test_3447,0
test_3448,1
test_3449,0
test_3450,0
test_3451,0
test_3452,1
test_3453,0
test_3454,0
test_3455,0
test_3456,0
test_3457,0
test_3458,0
test_3459,1
test_3460,0
test_3461,0
test_3462,0
test_3463,0
test_3464,0
test_3465,0
test_3466,0
test_3467,0
test_3468,0
test_3469,0
test_3470,1
test_3471,0
test_3472,0
test_3473,1
test_3474,0
test_3475,0
test_3476,0
test_3477,0
test_3478,0
test_3479,0
test_3480,0
test_3481,0
test_3482,0
test_3483,1
test_3484,0
test_3485,0
test_3486,1
test_3487,0
test_3488,0
test_3489,0
test_3490,1
test_3491,0
test_3492,0
test_3493,0
test_3494,0
test_3495,0
test_3496,0
test_3497,0
test_3498,0
test_3499,0
test_3500,0
test_3501,0
test_3502,0
test_3503,0
test_3504,0
test_3505,0
test_3506,0
test_3507,0
test_3508,0
test_3509,0
test_3510,0
test_3511,0
test_3512,0
test_3513,0
test_3514,0
test_3515,0
test_3516,0
test_3517,0
test_3518,0
test_3519,0
test_3520,1
test_3521,0
test_3522,1
test_3523,0
test_3524,0
test_3525,0
test_3526,0
test_3527,0
test_3528,0
test_3529,0
test_3530,0
test_3531,0
test_3532,0
test_3533,0
test_3534,0
test_3535,0
test_3536,0
test_3537,0
test_3538,0
test_3539,1
test_3540,0
test_3541,0
test_3542,0
test_3543,0
test_3544,0
test_3545,0
test_3546,1
